fog_id,time,required_rate,required_sinr,x,y
1,51,74,19,557.4403625976527,759.3518480303231
1,51,74,15,763.2704541368294,675.3996338583529
1,51,94,18,993.1453037739093,445.89596699518137
1,51,86,12,767.8618890269428,680.1268474007958
1,51,69,10,594.8037689747406,693.7107448718511
1,51,70,14,785.7817517267594,659.5220453427173
1,51,93,17,489.67601079483865,765.2329823886045
1,51,10,20,862.1070620427257,594.9887779464012
1,51,79,20,635.9984981542802,735.7685371539555
1,51,60,18,497.8957352238834,761.0859433629297
1,51,65,10,857.8934609848072,275.1786977041512
1,51,100,16,709.8866960939196,696.9633071108257
1,51,97,13,720.1252100648127,887.4455960206687
1,51,93,11,639.5642884544584,729.9146299659783
1,51,80,11,682.964897893602,822.5770476100968
1,51,38,19,713.2673159599186,845.7188165236729
1,61,27,11,672.0110339505535,728.5830930241128
1,61,41,13,861.1396670478862,599.5965397213587
1,61,18,18,795.964443170531,657.6264039995149
1,61,18,18,900.8410227363664,558.0978146909143
1,61,82,15,628.304571140185,734.7139905976596
1,61,68,18,837.5476387580275,625.7856505699456
1,61,99,17,213.91036222917032,859.5473548992537
1,61,75,11,783.1971401090559,666.8749682483265
1,61,10,16,612.3626080823074,706.6743314329069
1,61,82,13,543.6564331693227,564.7101348076948
1,61,70,10,252.4991771026689,498.720330730686
1,61,13,14,674.8603692976177,798.9489700673148
1,61,44,18,981.658143017674,444.2468482942575
1,61,49,19,694.8312163736363,913.0970780454614
1,61,93,19,823.0003973160813,638.1774158171844
1,61,61,10,620.4239119638921,744.4673705218827
1,61,19,19,761.8196668981108,673.8047530192416
1,61,28,15,964.5096399290893,476.33885559267367
1,61,43,12,23.351615152496386,617.2609127606265
1,61,66,19,767.8618890269428,680.1268474007958
1,61,12,16,595.2032078381045,693.3527049392462
1,61,34,12,832.6199736976356,623.2335934096016
1,61,61,19,571.3513122459815,751.0992100002243
1,61,87,17,848.7840399109524,610.5289846247994
1,61,77,11,754.6802903514937,921.7902777805923
1,61,54,19,682.8428330249735,717.1413681958803
1,61,65,16,579.5449083031622,746.6410310689362
1,61,48,13,853.2410923229995,272.336139415903
1,61,59,20,770.9128335259448,666.9119036921766
1,61,36,18,716.3053000331965,877.3267351218383
1,61,21,19,694.1221705903882,710.4294778821059
1,61,26,10,681.2985855452657,823.8324376672972
1,61,15,17,731.2707765318221,870.5602892105933
1,71,36,19,623.3827875796007,741.9486797983757
1,71,69,10,853.4097674692747,609.082474443363
1,71,39,16,713.5148881388487,873.7588419617068
1,71,90,11,795.1729022118088,657.5083784048911
1,71,32,10,876.8799908970309,587.7711338997352
1,71,24,17,674.7658844074583,718.3953500994946
1,71,93,20,837.4630110107246,627.1163742318747
1,71,61,14,312.1370678605686,802.8439344816843
1,71,26,14,824.9129655183642,634.7083376213824
1,71,42,19,612.3498014784708,707.4281133041718
1,71,45,15,429.06835717795184,532.8709320905618
1,71,13,17,169.1065155323129,519.5763724912424
1,71,27,13,674.8603692976177,798.9489700673148
1,71,99,10,694.2195402458018,913.0006350437179
1,71,99,11,822.6215356707631,639.8431185763328
1,71,45,11,656.139825733204,732.2736635779497
1,71,32,14,758.5195802936214,674.4975496244151
1,71,81,17,937.0423900474268,512.3912667795083
1,71,31,13,23.351615152496386,617.2609127606265
1,71,18,13,766.6310770765473,680.7578843641561
1,71,21,11,597.3054271504598,694.8169851617532
1,71,21,11,854.1741066049727,599.6994708352256
1,71,20,19,621.2043405916934,739.6012167774817
1,71,23,12,840.3400827352996,619.112097968813
1,71,44,13,712.9727509193355,850.5647653531282
1,71,51,12,728.0995200559962,880.8502666756509
1,71,32,13,736.2380020093698,691.2549813471269
1,71,97,12,754.3280049872701,927.7339369333348
1,71,25,18,632.7104666228553,735.048124841065
1,71,54,10,842.1759415713489,271.5425425143447
1,71,85,11,810.2758564770337,641.6982088484801
1,71,61,15,717.4757805396222,875.5088870376347
1,71,19,13,753.1230750482706,682.2681572989095
1,71,18,17,680.4181490337535,825.1033708078322
1,81,62,14,548.8375033869175,756.1881548593753
1,81,80,17,853.697686296131,609.1354695411865
1,81,84,10,700.9720863261027,852.3949011079968
1,81,20,18,789.6299700687233,659.2729726375546
1,81,69,16,865.3268369713915,601.8334197537042
1,81,47,17,737.4868939560547,689.3602607730777
1,81,29,13,837.1774237506323,627.340445715934
1,81,44,10,445.22954125753705,767.4656071277251
1,81,79,15,849.8432154789683,608.8575612159448
1,81,32,16,620.5728322749784,716.6799288029318
1,81,63,15,324.00265248903304,521.1907695547677
1,81,25,16,131.85459028346813,547.2904317002743
1,81,49,17,674.8194271577872,798.6389789140782
1,81,14,12,693.2674627154483,913.729082720587
1,81,46,19,822.2091970683598,642.085441552056
1,81,63,17,698.7887051703583,718.3813055857083
1,81,83,17,745.7519839883897,683.1393262955827
1,81,87,16,912.3014394131312,561.5325640081427
1,81,67,16,23.351615152496386,617.2609127606265
1,81,78,14,753.3597833628357,687.6194567691534
1,81,16,16,936.4960198273184,507.2475904459134
1,81,32,13,605.9151461530626,703.9277775143939
1,81,88,18,890.4256177545874,555.3823177094106
1,81,62,10,660.7920975426794,726.0277199381961
1,81,53,18,837.2555969861336,619.5481365936342
1,81,37,18,703.0899864097361,821.7202650644816
1,81,47,16,711.5969153582934,844.214460008312
1,81,16,13,779.4258042960691,666.1248256403276
1,81,21,14,735.2710298522142,894.9766489318573
1,81,71,16,679.6056164604379,719.6070098998025
1,81,78,18,845.0930616457015,270.8751645713579
1,81,44,20,842.1754781058697,612.0586943952368
1,81,35,18,717.4757805396222,875.5088870376347
1,81,75,20,793.9109917283133,657.0063954453797
1,81,72,13,678.965994967363,826.7559600309468
1,91,11,12,459.7225313680362,769.8640612632038
1,91,61,14,852.2302283738389,611.2536659741309
1,91,24,12,703.181929068535,850.8245971841737
1,91,91,20,773.2292145589018,668.8873921043705
1,91,57,20,865.3268369713915,601.8334197537042
1,91,96,10,770.4821212336772,671.5262107289863
1,91,31,10,834.8424966554159,629.3752608310261
1,91,38,10,544.6541558796656,748.7310446082614
1,91,30,13,869.5149726578499,582.5352033307776
1,91,82,15,634.3080499982811,731.8924878523219
1,91,53,17,207.6709491667941,533.5494334132579
1,91,15,13,110.06381015943045,575.2392644066132
1,91,30,20,669.6087529585698,789.7939900163562
1,91,42,20,693.3261117263464,915.0031839658039
1,91,41,20,242.22176004649376,844.3339420037809
1,91,42,11,817.8674186233256,644.2499985279052
1,91,53,11,947.5322656854404,495.4951335812918
1,91,62,12,748.9488246837049,692.9434060754254
1,91,38,17,730.2141079264111,692.8019545893186
1,91,35,12,923.5373694499866,611.485356837802
1,91,73,18,23.351615152496386,617.2609127606265
1,91,66,15,733.2131578832808,698.462492069602
1,91,27,15,884.3872791545634,578.015049634586
1,91,30,19,615.2044827911944,714.1427663652693
1,91,59,13,953.3115642724556,478.51109996661546
1,91,10,15,688.6172072001033,714.4215639336035
1,91,20,18,837.4694474622316,623.3257869889028
1,91,99,18,707.9176396520461,816.9580386794173
1,91,23,14,703.3743720532277,830.4516165832989
1,91,12,11,809.3613781519351,644.6208465803413
1,91,49,15,730.6037506111314,886.925057944376
1,91,97,14,724.5272000565892,700.220361559419
1,91,53,16,845.6497736204997,272.1229086309671
1,91,45,17,894.8534355815793,552.0422479510306
1,91,11,17,717.4757805396222,875.5088870376347
1,91,48,18,823.8398933518504,634.3133260433095
1,91,38,11,677.4284129300769,828.7115451421757
1,101,56,15,363.4145485228975,787.3034123498945
1,101,29,12,842.9334539253825,620.8737070352178
1,101,37,13,699.4432117730962,843.8070383089595
1,101,55,12,759.8894836498657,677.8664606427774
1,101,51,10,854.4085101423552,613.8953706047032
1,101,16,10,809.6174010372605,645.4388647560961
1,101,79,11,822.3001907081868,642.6499316412024
1,101,48,19,572.9247135616723,742.241319140326
1,101,38,11,68.36770815764321,627.1532186855561
1,101,34,13,906.1733568066612,536.4524053224362
1,101,88,19,642.4118343704507,744.2587604766118
1,101,82,14,121.94081512710545,570.3726811609232
1,101,22,11,135.546526776196,599.5951882714872
1,101,71,17,649.2222832318353,756.453572093509
1,101,78,13,694.4345210431784,915.7696830653588
1,101,96,17,353.40801751546684,791.5221916704903
1,101,36,10,794.7607879071962,660.9144639638253
1,101,40,17,896.8851857949103,556.9522168211724
1,101,16,15,780.1074172958245,672.5877711430022
1,101,34,12,723.0030388843946,696.1222394758584
1,101,88,15,25.218083994137128,617.0123155396897
1,101,12,11,729.6064075395116,700.2883912585678
1,101,81,11,936.6266465132708,617.426845696196
1,101,92,17,629.3601354835321,732.6213859721553
1,101,59,11,693.4563730674216,713.2945993832312
1,101,96,10,832.8594910251676,626.6452731069177
1,101,47,16,693.1451916980791,799.1717031670734
1,101,85,11,694.1683060704497,815.965565898642
1,101,16,15,836.2215107072261,618.5039210197515
1,101,64,16,710.9216857252759,859.6039608977734
1,101,33,11,762.3323731383426,677.790490221465
1,101,18,18,855.4821768760062,267.62531763846056
1,101,64,10,973.136697583861,460.1123485194986
1,101,72,18,721.8078269692021,857.417467364436
1,101,38,12,850.4569201499107,608.9078181557823
1,101,86,15,663.1091869256577,803.1045762252063
1,111,46,19,271.1313909508637,818.3200052709317
1,111,67,12,825.3842024278999,637.9135237897281
1,111,74,17,684.9464022481466,822.3386815332808
1,111,57,16,757.6447138430243,679.2254520850256
1,111,35,13,829.2704094785148,638.5458346714731
1,111,14,14,842.2606907633545,615.4585678948259
1,111,71,10,784.4405794475811,673.4369589994661
1,111,54,18,575.1044644073584,741.6465848878959
1,111,20,19,126.24747281872548,614.9360005282797
1,111,40,14,962.3708565633627,466.42053430229424
1,111,59,10,661.525871725881,772.1508001119829
1,111,100,13,98.05403312534328,595.5130137908272
1,111,83,16,137.41596191724108,647.8810248704713
1,111,38,12,649.4439026439213,741.6180331563577
1,111,96,20,703.3028127885192,910.6519834520295
1,111,26,12,451.1668255582971,769.0879969934255
1,111,84,18,784.4233515211206,665.7008610999677
1,111,99,19,857.7065730757896,601.565032078186
1,111,73,12,812.9240027043269,648.9355594841762
1,111,57,13,720.5837576364399,698.4802182649263
1,111,90,14,264.61911146151834,825.5460855390413
1,111,62,10,55.038975990051405,615.9169284482953
1,111,24,12,729.6064075395116,700.2883912585678
1,111,88,20,633.3494572599826,737.5309573230799
1,111,15,16,724.0265849929898,698.3339101354152
1,111,61,11,810.1574307359058,650.3996906120797
1,111,80,17,666.0586954961287,767.546206092208
1,111,99,18,669.9651636554627,777.5105333411136
1,111,54,11,864.6780072068096,586.2112528227269
1,111,61,14,690.6217773413147,828.2376137428322
1,111,31,13,794.4863328933135,655.6299821273424
1,111,33,16,896.9978656815753,236.09487109510232
1,111,92,10,718.2358467515384,845.1671137434897
1,111,60,16,870.4923974168009,583.1597405655564
1,111,60,10,642.0014631980215,765.8426873938181
1,121,24,18,213.408202071779,850.0420021233148
1,121,28,16,813.1740610098815,649.0442897833884
1,121,63,12,658.0581939509253,785.9235050747171
1,121,83,16,758.2299212129436,678.7892775425687
1,121,29,10,806.2811654276449,656.6390402228571
1,121,64,11,867.4895930030499,583.2615737892687
1,121,80,10,772.4917440878751,681.4511256411672
1,121,59,15,574.8611399894464,742.3358115131965
1,121,80,15,245.8413662820297,610.9855574492366
1,121,82,10,704.1141396466992,834.1029453578406
1,121,18,19,97.19637293784763,596.0744615432341
1,121,82,11,135.47222137082136,694.8026845565996
1,121,96,14,666.5776623967803,723.4962668517138
1,121,38,14,720.0322447479119,894.6062819566578
1,121,26,16,516.8463613742381,760.0935369397513
1,121,11,16,783.9810999054927,665.5272491152397
1,121,77,10,827.2957721307176,631.635303408606
1,121,20,10,974.7562565781993,457.8487885753624
1,121,23,14,842.8556042736162,618.8692651842722
1,121,33,12,721.3670984667958,700.4686370701529
1,121,45,18,357.927335183823,784.3128902095369
1,121,26,11,152.68506796893197,613.7587781413457
1,121,87,17,729.6064075395116,700.2883912585678
1,121,12,14,650.0416363284677,760.5185733893886
1,121,54,13,762.4231308606102,678.3272682546173
1,121,37,20,798.0332785028846,661.4965030299967
1,121,65,12,294.4673958123662,819.8292907348832
1,121,100,16,651.4772773223056,752.074737532949
1,121,65,17,656.045842160566,757.8066597974182
1,121,58,18,897.8000805831862,545.7885444428772
1,121,100,20,666.5054740922758,793.3668489936273
1,121,82,11,822.4839043223712,631.7664851440877
1,121,96,18,685.1854681288663,799.234757206445
1,121,22,13,895.4830949574127,555.1402773847805
1,121,56,19,632.4358685878456,747.3696713207289
1,131,31,15,196.82360910549758,862.7511487182228
1,131,58,13,809.1204166985698,652.4256024100819
1,131,69,19,604.890402214808,757.4119328448802
1,131,83,10,759.3348648915883,678.0041321480647
1,131,32,18,797.2284419661156,662.6448713291902
1,131,35,16,896.9268839482918,544.5101974268443
1,131,46,10,771.6129341017222,681.7799444895238
1,131,41,16,574.2071566517583,742.0531607422046
1,131,60,15,400.02967279586005,611.7757166824304
1,131,27,10,745.5719815084245,896.1312348647973
1,131,45,14,96.00899103970731,597.3037135414779
1,131,17,12,168.00750587626825,730.2155937630682
1,131,30,16,734.269195339404,695.2837406729814
1,131,30,15,738.081150770616,890.4188477082432
1,131,87,11,530.3297341783648,761.3540339223109
1,131,88,16,926.2018985904988,607.2845237490723
1,131,99,14,784.6405867439113,666.4637887575198
1,131,74,13,813.313207797939,643.9447400253266
1,131,82,15,895.7920416725451,557.6868882919662
1,131,98,20,870.9416696095143,585.826056943275
1,131,28,20,721.0620496208662,702.9317297048866
1,131,30,14,450.35468430689065,770.2978252110072
1,131,54,19,290.68440705470266,610.6502891125157
1,131,32,15,729.6064075395116,700.2883912585678
1,131,88,20,690.8410599045923,821.3912484887056
1,131,51,14,801.8521603779518,649.5663693231996
1,131,98,17,796.7612432453607,661.7842963473871
1,131,13,18,396.35557961609453,784.6972654532642
1,131,48,20,654.0619404192023,740.4042561791373
1,131,68,16,653.8309244632371,747.1005987999495
1,131,59,17,940.4968753007589,493.00504412539294
1,131,87,15,722.454366027785,869.8547108132308
1,131,42,15,651.2059406308515,769.8991949579678
1,131,68,18,854.4765390371555,599.1981788310222
1,131,53,10,656.5717977638006,764.1903210598044
1,131,43,19,950.9479985979269,496.0205741658808
1,131,59,10,643.192115456122,734.3113485297188
1,141,60,10,192.160220025733,859.1663775314809
1,141,45,15,808.2824489510385,653.053327311948
1,141,69,20,509.2184181078745,765.7109393795952
1,141,69,11,759.9028603597893,677.1791748606597
1,141,59,20,796.9451887206524,663.1460100999103
1,141,80,13,941.1256939994173,490.29539484214035
1,141,30,12,771.9576884214418,681.7548747674098
1,141,83,16,573.4872756688962,740.9811190438287
1,141,47,14,541.852337771142,657.4937499533406
1,141,55,11,94.44632905471373,599.4782426960301
1,141,68,13,173.89648110039997,776.0733349602671
1,141,24,14,775.5407286145493,670.2810736644316
1,141,100,14,751.0227969265219,900.6319833031027
1,141,18,20,531.8059777052491,763.6912602693775
1,141,84,14,872.4139985039249,601.3748204281552
1,141,19,15,784.97653475267,667.6690546199213
1,141,31,15,810.4099025889882,646.2412781587336
1,141,87,10,857.4151878008164,606.796839846171
1,141,52,10,912.0297527775748,533.211139011383
1,141,16,18,720.4702974144368,705.4859052356334
1,141,79,11,486.6214661542966,764.3610034608748
1,141,63,19,445.86790599449625,622.4283541400748
1,141,52,14,729.6064075395116,700.2883912585678
1,141,62,18,798.148893606197,868.7446694400162
1,141,78,11,728.0923283176962,877.3137184895405
1,141,12,18,840.8797391794246,619.4031207304345
1,141,61,18,797.2287217735312,662.6781192984897
1,141,97,10,475.27475876325036,771.0182565025984
1,141,70,14,695.3573238822921,710.3082992613781
1,141,93,20,684.4600782121531,716.8838983170688
1,141,66,17,991.8086479274672,432.2136439505964
1,141,85,14,686.9782127403538,811.0164557793178
1,141,85,20,649.1410547262815,732.9755043644458
1,141,80,12,895.5855591773404,549.0878733081743
1,141,13,10,621.3901493337355,746.5539958696812
1,141,97,19,702.8641059351852,706.2106743462384
1,151,17,20,215.20071459267797,845.6506232520026
1,151,31,17,808.5325063935131,653.162056998536
1,151,23,17,370.67321579410344,794.6680107941852
1,151,54,20,759.8795904934755,676.691699745506
1,151,46,20,796.9451887206524,663.1460100999103
1,151,34,19,989.9452521127997,431.6972703700885
1,151,97,16,771.1269439546973,680.9638625228778
1,151,44,19,719.8257456052468,873.5162483931982
1,151,98,15,573.7453161305457,740.6937948252074
1,151,44,18,611.4503989409131,705.3187792987562
1,151,47,12,93.52362180003547,600.8437929669162
1,151,66,12,193.9195421384531,811.7918697906657
1,151,10,17,833.1005748687544,626.8206051682123
1,151,85,18,532.289474401332,766.4802058228292
1,151,70,11,858.0329284464592,609.6088390722872
1,151,51,12,785.2742491731652,668.8857258077245
1,151,71,12,808.7936020173655,647.751144931186
1,151,97,16,848.3497521375465,618.4212684463128
1,151,18,14,960.9987396391118,466.5166948826306
1,151,51,11,720.549191685242,705.7512430098839
1,151,94,17,491.6117133690569,764.1082637481858
1,151,60,15,567.2458504488808,668.8503878347575
1,151,27,14,729.6064075395116,700.2883912585678
1,151,85,17,751.7076005925833,905.5891377602237
1,151,52,13,874.2352778080385,578.6606337124483
1,151,94,10,800.0705319147615,664.4607977145818
1,151,86,15,502.88853292058053,765.6256629579001
1,151,50,15,781.3159106156032,666.5029240570498
1,151,61,16,767.4128935912087,678.0109426716807
1,151,57,17,666.2121608098155,777.896841238439
1,151,95,20,703.816931891162,706.7124138176907
1,151,77,14,950.4989259019377,476.7835428020917
1,151,43,14,534.3970107614293,757.3297307164407
1,151,45,16,792.6410202489352,657.2416212492623
1,161,22,17,245.48552973712123,830.7522291116368
1,161,90,15,808.65476267779,654.025535681285
1,161,37,13,245.28202240300598,847.0233809036666
1,161,47,10,759.6996027838745,677.0418398151259
1,161,50,15,796.9451887206524,663.1460100999103
1,161,33,12,769.7309727082902,680.1886931145098
1,161,59,12,680.0377922859043,806.1317478848155
1,161,15,16,594.8449823319854,737.2129066469148
1,161,37,14,635.0294524793687,721.9888940809294
1,161,47,18,93.2719317036734,601.2111782210203
1,161,73,19,214.22458387139488,824.2549568898046
1,161,11,11,876.1710224863318,580.9497072673869
1,161,61,15,921.9690191038376,357.38076290005654
1,161,49,10,532.7825144247852,770.3995819926262
1,161,47,20,856.7233250020654,611.12720169276
1,161,24,12,785.0436351538052,668.8100832708645
1,161,41,15,807.6554550638248,649.1461531480309
1,161,61,15,847.8823855283027,618.3947208737022
1,161,37,20,717.8283702135901,705.818500064034
1,161,85,15,495.454226148868,764.1090596446303
1,161,99,12,612.2413181685494,707.0632748709992
1,161,99,11,727.2149097991875,700.7740429545753
1,161,17,18,936.7567203165803,336.12743023689836
1,161,30,10,904.055905410892,539.9060654210858
1,161,94,16,802.3996877774796,664.3293506361713
1,161,43,16,506.8954446515893,763.2768958149562
1,161,91,13,848.1604884079309,613.8592775607948
1,161,13,13,835.5277727100998,624.882740979176
1,161,99,15,658.963086537295,768.2266938439569
1,161,38,13,775.6720588225978,666.2169163996692
1,161,27,20,903.7639988724144,252.13849709322682
1,161,54,13,429.384197475377,774.3099717235193
1,161,98,16,854.8804414495456,603.7148187845013
1,171,87,10,339.57806773066744,795.0751616936842
1,171,35,20,924.5363062427961,361.2242590099573
1,171,66,14,808.714183534649,654.8754370388659
1,171,46,17,756.0536029479582,679.7940324787983
1,171,58,16,796.9451887206524,663.1460100999103
1,171,94,20,769.4132836913632,680.0140332024544
1,171,91,15,649.0554500898951,761.4626778104681
1,171,28,20,938.1488520573475,507.78791196485975
1,171,76,20,624.7450123382382,729.6345384248532
1,171,47,20,691.849366856305,707.2163564622065
1,171,80,11,810.860076848571,862.2183593352834
1,171,15,20,92.9974267784972,601.5077221482993
1,171,93,20,238.08861420901007,818.1664838547058
1,171,91,19,904.6413840253198,544.5783484116197
1,171,92,14,234.5362286449061,844.2770384451375
1,171,62,12,870.2035939235706,452.4765165762976
1,171,65,11,550.6764793908574,765.1723312343469
1,171,46,16,225.218994711095,846.1514827551322
1,171,50,18,855.4765876962178,612.455609805374
1,171,96,16,784.5726102736371,667.4951202674768
1,171,96,10,807.5643017746041,649.7010919270105
1,171,85,13,846.5307779064926,617.1979979473633
1,171,95,14,706.0347359306296,711.7699288836681
1,171,62,18,498.46391110693224,766.4776641161645
1,171,54,18,612.4720261991606,707.1499963710085
1,171,12,20,711.8642796116181,705.3589181595482
1,171,68,18,899.8573563613229,412.08296395456426
1,171,18,10,953.5903703499936,475.2058673359453
1,171,52,15,804.1240079389536,662.1989089502023
1,171,98,15,517.9398678029731,761.7394337705338
1,171,52,18,889.2303273675557,565.9437689046375
1,171,87,17,877.1488138278712,578.7137239488773
1,171,67,15,649.0554296670831,761.4606650396249
1,171,55,13,831.4534061069602,621.2484087953344
1,171,45,20,851.554063915182,295.06029419582336
1,171,56,10,951.5846386405291,308.3506893522572
1,171,98,20,388.53002982087617,778.9979727282187
1,171,35,12,897.194839938893,551.3021002723835
1,181,71,17,417.40229822268884,774.1202464707312
1,181,12,16,883.1146084466388,432.8832485930656
1,181,32,10,807.2853756347904,656.4089157783893
1,181,80,10,737.9499818903046,689.7331881717313
1,181,21,18,788.4025276328554,668.2719733597711
1,181,76,19,748.2503735420813,692.2419646004298
1,181,83,11,648.0366037193687,761.0924163942226
1,181,90,19,895.1588648612844,562.1698766641317
1,181,62,16,644.5023904208267,724.9237091534305
1,181,13,10,786.7352773208171,652.3259993159212
1,181,85,19,766.1893341433548,884.3310615771918
